cd_cliente,cd_municipio,ds_endereco,nr_endereco,bairro
10642,4322186,FEIRA DE GOMES,1899,CASTELO
10643,4322202,PRAÇA MARIA ALICE MENDES,159,DOM BOSCO
10644,4322251,PASSARELA SILVA,1831,TEIXEIRA DIAS
10645,4322301,QUADRA FERREIRA,3693,ALTA TENSÃO 2ª SEÇÃO
10646,4322327,ALAMEDA JESUS,1296,MONTE AZUL
10647,4322343,PÁTIO DE DA CONCEIÇÃO,4411,COMITECO
10648,4322350,VIADUTO DE CAVALCANTI,2432,NOVA CINTRA
10649,4322376,RESIDENCIAL KEVIN NASCIMENTO,513,ACAIACA
10650,4322400,RODOVIA DE DIAS,3288,VILA CEMIG
10651,4322509,RODOVIA DE ALMEIDA,2655,VILA FORMOSA
10652,4322525,TRECHO CAMPOS,386,APOLONIA
10653,4322533,NÚCLEO IGOR DA LUZ,377,PAULO VI
10654,4322541,JARDIM DE FOGAÇA,1201,PARAÍSO
10655,4322558,ESTRADA JOÃO GABRIEL NOVAES,3575,INDAIÁ
10656,4322608,CAMPO CAUÃ FERNANDES,1874,NOVO SANTA CECILIA
10657,4322707,VALE RAFAELA DA MOTA,3154,VILA SÃO PAULO
10658,4322806,CONJUNTO DE NUNES,1541,VALE DO JATOBA
10659,4322855,VILA DE REZENDE,1165,MARIETA 3ª SEÇÃO
10660,4322905,DISTRITO DE BARBOSA,180,VILA AEROPORTO
10661,4323002,TRECHO SANTOS,328,CONJUNTO JATOBA
10662,4323101,AEROPORTO FREITAS,241,MANGUEIRAS
10663,4323200,CONDOMÍNIO MORAES,2088,MORRO DOS MACACOS
10664,4323309,CHÁCARA DE CARDOSO,3876,VILA ATILA DE PAIVA
10665,4323358,ALAMEDA FARIAS,4825,SANTA CECILIA
10666,4323408,LADEIRA DAVI JESUS,3393,PROVIDENCIA
10667,4323457,PRAÇA DE SILVEIRA,2685,XANGRI-LÁ
10668,4323507,ALAMEDA DE MONTEIRO,740,CARLOS PRATES
10669,4323606,CONDOMÍNIO DE AZEVEDO,1512,VILA PILAR
10670,4323705,PASSARELA MARIA FERNANDA RIBEIRO,4731,SANTA CRUZ
10671,4323754,PÁTIO BARBOSA,4492,EYMARD
10672,4323770,SETOR CUNHA,1154,GUTIERREZ
10673,4323804,PRAÇA ARAGÃO,223,VILA NOVA GAMELEIRA 3ª SEÇÃO
10674,5000203,TREVO YAGO DA COSTA,4734,LINDÉIA
10675,5000252,VIADUTO DA ROSA,751,DOM JOAQUIM
10676,5000609,AEROPORTO JESUS,2457,VISTA DO SOL
10677,5000708,FAZENDA AUGUSTO FERNANDES,852,OURO PRETO
10678,5000807,SETOR DA PAZ,4213,VILA SANTO ANTÔNIO
10679,5000856,COLÔNIA HELENA VIANA,323,VILA NOVA GAMELEIRA 3ª SEÇÃO
10680,5000906,COLÔNIA GUSTAVO HENRIQUE CARDOSO,881,VILA FUMEC
10681,5001003,VIA VINICIUS NOVAES,3176,MARIETA 2ª SEÇÃO
10682,5001102,LAGO SILVEIRA,1874,OLARIA
10683,5001243,TREVO BARBOSA,4739,CIDADE JARDIM TAQUARIL
10684,5001508,CONJUNTO LUIZ FELIPE MARTINS,1875,VILA AEROPORTO JARAGUÁ
10685,5001904,RUA DAVI LUCAS DA CUNHA,987,CARDOSO
10686,5002001,VIA MARIA CECÍLIA ROCHA,3756,IPE
10687,5002100,DISTRITO CARDOSO,4819,VISTA DO SOL
10688,5002159,ESTAÇÃO CAVALCANTI,1309,MILIONARIO
10689,5002209,CHÁCARA SALES,536,BARREIRO
10690,5002308,RUA DE BARBOSA,2334,SERRANO
10691,5002407,PARQUE GABRIELLY DA MATA,4898,BOA UNIÃO 1ª SEÇÃO
10692,5002605,ESTAÇÃO DE DA COSTA,2036,CAMARGOS
10693,5002704,RUA PIRES,4194,SANTA MARIA
10694,5002803,LAGOA PEREIRA,2513,TAQUARIL
10695,5002902,PRAÇA DE LOPES,2897,VILA UNIÃO
10696,5002951,RUA MARIA LUIZA REZENDE,3871,PLANALTO
10697,5003108,ESTRADA DE LOPES,1678,SANTA CECILIA
10698,5003157,CONDOMÍNIO PIRES,827,CONJUNTO LAGOA
10699,5003207,FAZENDA DE FERNANDES,3671,SÃO CRISTÓVÃO
10700,5003256,LAGO ALMEIDA,2467,NOVA PAMPULHA
10701,5003306,TRECHO DE ROCHA,4799,BURACO QUENTE
10702,5003454,AVENIDA AZEVEDO,2154,OURO MINAS
10703,5003488,FAVELA DE CARDOSO,692,POUSADA SANTO ANTONIO
10704,5003504,QUADRA REZENDE,4397,ZILAH SPOSITO
10705,5003702,TRAVESSA ISAAC DA CONCEIÇÃO,119,BOA VISTA
10706,5003751,VIADUTO DE DA CONCEIÇÃO,3479,OESTE
10707,5003801,ESTAÇÃO CARVALHO,1743,CONJUNTO JARDIM FILADÉLFIA
10708,5003900,ÁREA NOVAES,4848,CONJUNTO BONSUCESSO
10709,5004007,CONDOMÍNIO DE PEREIRA,2213,CONFISCO
10710,5004106,AEROPORTO PIRES,135,JONAS VEIGA
10711,5004304,ÁREA DE GOMES,3032,BOA UNIÃO 1ª SEÇÃO
10712,5004403,RESIDENCIAL DA PAZ,2860,ARAGUAIA
10713,5004502,CONDOMÍNIO DE CALDEIRA,898,APARECIDA 7ª SEÇÃO
10714,5004601,CONJUNTO CUNHA,3059,VILA NOVA DOS MILIONARIOS
10715,5004700,CHÁCARA CUNHA,3012,XODO-MARIZE
10716,5004809,RESIDENCIAL DA LUZ,2869,CORAÇÃO DE JESUS
10717,5004908,RESIDENCIAL DE REZENDE,2215,JARDIM AMÉRICA
10718,5005004,FAZENDA CLARA SANTOS,4570,TRES MARIAS
10719,5005103,VIA DE SOUZA,639,SANTA CECILIA
10720,5005152,MORRO LORENZO FOGAÇA,2552,VILA MINASLANDIA
10721,5005202,QUADRA DE ROCHA,4693,JOÃO PAULO II
10722,5005251,VIA MONTEIRO,989,CONJUNTO BONSUCESSO
10723,5005400,DISTRITO OLIVEIRA,2485,VILA SÃO GERALDO
10724,5005608,ÁREA VITOR FREITAS,3391,CONCÓRDIA
10725,5005681,RODOVIA LUIZ MIGUEL LOPES,4027,TAQUARIL
10726,5005707,TRAVESSA ROCHA,4188,CAPITÃO EDUARDO
10727,5005806,LADEIRA DE CARDOSO,4763,INCONFIDÊNCIA
10728,5006002,DISTRITO AZEVEDO,2873,NOSSA SENHORA APARECIDA
10729,5006200,RUA MARCELA ARAGÃO,3001,SENHOR DOS PASSOS
10730,5006259,VIADUTO MOURA,2852,NOVO GLÓRIA
10731,5006275,VEREDA DA ROSA,3057,ÁPIA
10732,5006309,ESTRADA RAUL DA MOTA,1958,VILA PARAÍSO
10733,5006358,RODOVIA BENJAMIN ALMEIDA,3017,MORRO DOS MACACOS
10734,5006408,FAVELA CORREIA,3771,INDAIÁ
10735,5006606,RESIDENCIAL DE LIMA,606,VIRGÍNIA
10736,5006903,PRAÇA DE DA PAZ,1658,VILA OLHOS D'ÁGUA
10737,5007109,TRECHO DE LIMA,1979,SERRA DO CURRAL
10738,5007208,FEIRA PIETRA GOMES,4440,VILA NOVA GAMELEIRA 2ª SEÇÃO
10739,5007307,TRECHO SOUZA,4674,SANTA ROSA
10740,5007406,PARQUE DE DA CUNHA,2068,MINASLANDIA
10741,5007505,TRECHO VINICIUS PEREIRA,3947,EMBAÚBAS
10742,5007554,TREVO SOFIA BARROS,2264,MARIETA 2ª SEÇÃO
10743,5007695,CAMPO ALVES,4851,ESTRELA DO ORIENTE
10744,5007703,PRAÇA NUNES,4431,NOSSA SENHORA APARECIDA
10745,5007802,LARGO ROCHA,2906,JARDIM GUANABARA
10746,5007901,TRAVESSA FERNANDA MELO,1244,VILA NOVA CACHOEIRINHA 1ª SEÇÃO
10747,5007935,CONJUNTO LAÍS MARTINS,4557,NOSSA SENHORA DE FÁTIMA
10748,5007950,PRAÇA CALDEIRA,1576,VILA MANTIQUEIRA
10749,5007976,VEREDA NUNES,3409,JARDIM MONTANHÊS
10750,5008008,TREVO EMANUELLA ROCHA,3638,PAULO VI
10751,5008305,LAGOA MARTINS,4865,VILA BARRAGEM SANTA LÚCIA
10752,5008404,RESIDENCIAL DE MONTEIRO,1667,JOÃO PINHEIRO
10753,5100102,PRAÇA DAVI LUCCA RAMOS,176,VILA SUMARÉ
10754,5100201,COLÔNIA DE DUARTE,439,VILA NOVA
10755,5100250,AVENIDA MARIA CLARA BARBOSA,2907,MARÇOLA
10756,5100300,RUA DE GOMES,3672,NOVA GRANADA
10757,5100359,SÍTIO DE NASCIMENTO,2865,TUPI A
10758,5100409,AEROPORTO DE CAMPOS,2009,GUARATÃ
10759,5100508,ESTRADA DE ALVES,1051,VILA PUC
10760,5100607,AEROPORTO FREITAS,36,AMBROSINA
10761,5100805,SETOR MORAES,4558,MARIA HELENA
10762,5101001,FAZENDA DE MONTEIRO,3993,VILA SUMARÉ
10763,5101209,SÍTIO JOÃO VITOR VIEIRA,486,TAQUARIL
10764,5101258,MORRO JOÃO VITOR SILVEIRA,3865,SÃO GABRIEL
10765,5101308,AVENIDA ALVES,3291,VILA REAL 1ª SEÇÃO
10766,5101407,LARGO DE BARBOSA,1184,RIO BRANCO
10767,5101605,ESTAÇÃO MOREIRA,503,SANTA INÊS
10768,5101704,NÚCLEO MENDES,4162,MIRANTE
10769,5101803,CHÁCARA DE COSTELA,2780,ITAIPU
10770,5101852,CONDOMÍNIO DE CARVALHO,1720,BARRO PRETO
10771,5101902,SÍTIO DA LUZ,714,VILA TRINTA E UM DE MARÇO
10772,5102504,ALAMEDA CUNHA,4303,VALE DO JATOBA
10773,5102603,PRAÇA HELENA DAS NEVES,3965,ALTO DOS PINHEIROS
10774,5102637,CONDOMÍNIO ALÍCIA DA ROCHA,4249,CAETANO FURQUIM
10775,5102678,ÁREA DE DA LUZ,3637,SERRANO
10776,5102686,TREVO DE PIRES,2304,VILA SUMARÉ
10777,5102694,LAGOA DE CORREIA,3608,CORUMBIARA
10778,5102702,CONDOMÍNIO KAIQUE FARIAS,47,EUROPA
10779,5102793,LAGO PEREIRA,4300,CARMO
10780,5102850,LARGO DE MELO,4360,VILA PARAÍSO
10781,5103007,RECANTO DA COSTA,3074,TÚNEL DE IBIRITÉ
10782,5103056,VIA DUARTE,3003,FUNCIONÁRIOS
10783,5103106,VIA KAMILLY RODRIGUES,3178,PIRINEUS
10784,5103205,ALAMEDA SILVA,1755,VENDA NOVA
10785,5103254,ESTRADA DE RAMOS,1151,VILA PIRATININGA VENDA NOVA
10786,5103304,LARGO DE SOUZA,2219,SÃO CRISTÓVÃO
10787,5103353,QUADRA DE MOREIRA,194,CDI JATOBA
10788,5103361,RECANTO CALEBE FREITAS,2369,BAIRRO DAS INDÚSTRIAS II
10789,5103379,LAGOA IGOR CASTRO,4820,ARAGUAIA
10790,5103403,QUADRA RAMOS,1443,NOVA CACHOEIRINHA
10791,5103437,ESPLANADA GONÇALVES,3974,CORUMBIARA
10792,5103452,ÁREA MARIA CECÍLIA NOVAES,1076,PETROPOLIS
10793,5103502,MORRO RODRIGUES,140,CONJUNTO BONSUCESSO
10794,5103601,ESTRADA OLIVEIRA,3352,CANADÁ
10795,5103700,PARQUE DA COSTA,68,VILA CEMIG
10796,5103809,ESPLANADA DE DA MATA,25,SANTA TEREZA
10797,5103858,VEREDA RAFAEL DA MATA,1651,DOM JOAQUIM
10798,5103908,ÁREA ARTHUR ALMEIDA,739,VILA ECOLÓGICA
10799,5103957,ESPLANADA BÁRBARA COSTELA,3658,VILA MANTIQUEIRA
10800,5104104,RUA MATHEUS PORTO,1301,CAIÇARAS
10801,5104203,JARDIM MELO,2588,MONSENHOR MESSIAS
10802,5104500,NÚCLEO DE COSTA,191,IPE
10803,5104526,TRAVESSA RENAN NOGUEIRA,1198,VILA HAVAÍ
10804,5104542,DISTRITO DE DA MOTA,1563,CABANA DO PAI TOMÁS
10805,5104559,SÍTIO CATARINA LIMA,3750,CONJUNTO PAULO VI
10806,5104609,SETOR DAS NEVES,1347,CONJUNTO FLORAMAR
10807,5104807,CHÁCARA DE MOREIRA,3395,VITORIA
10808,5104906,VALE DE COSTA,4019,VILA OLHOS D'ÁGUA
10809,5105002,ÁREA FERNANDA FERNANDES,2913,JARDINÓPOLIS
10810,5105101,ESPLANADA DE NOGUEIRA,1453,JARDIM ALVORADA
10811,5105150,PÁTIO CARDOSO,399,SERRA DO CURRAL
10812,5105176,ESPLANADA DE SALES,4846,VILA CEMIG
10813,5105200,VALE GUSTAVO BARBOSA,2524,NOVA CACHOEIRINHA
10814,5105234,NÚCLEO DE SANTOS,3488,VILA SÃO GABRIEL
10815,5105259,ESTAÇÃO DE PEREIRA,2523,VILA PARIS
10816,5105309,LARGO SAMUEL PORTO,1747,LAGOINHA
10817,5105507,PRAÇA FREITAS,4307,EMBAÚBAS
10818,5105580,VIA DE FOGAÇA,2728,PIRATININGA
10819,5105606,RESIDENCIAL DE PEREIRA,1579,JARDIM GUANABARA
10820,5105622,LAGO REBECA BARBOSA,2861,VILA REAL 1ª SEÇÃO
10821,5105903,CHÁCARA JOÃO CARVALHO,911,GROTA
10822,5106000,RUA ENZO GABRIEL FARIAS,4136,NOSSA SENHORA DA APARECIDA
10823,5106109,TREVO DE NASCIMENTO,3315,PALMARES
10824,5106158,PASSARELA NUNES,3153,SÃO JOSÉ
10825,5106174,COLÔNIA DE MORAES,4982,VILA REAL 1ª SEÇÃO
10826,5106182,AEROPORTO MARIA SOPHIA PEIXOTO,522,GRANJA DE FREITAS
10827,5106190,CONDOMÍNIO PEREIRA,2455,VILA NOVA DOS MILIONARIOS
10828,5106208,ALAMEDA DE MARTINS,622,VILA TRINTA E UM DE MARÇO
10829,5106216,NÚCLEO PEDRO MIGUEL SILVA,1837,JARAGUÁ
10830,5106224,CONJUNTO CLARA DA LUZ,1708,SÃO JORGE 3ª SEÇÃO
10831,5106232,TRAVESSA DE SILVEIRA,2218,CONJUNTO FLORAMAR
10832,5106240,LARGO LUIGI VIANA,3823,CONJUNTO JARDIM FILADÉLFIA
10833,5106257,ALAMEDA MELISSA GONÇALVES,3212,SÃO SEBASTIÃO
10834,5106265,LADEIRA JOÃO MIGUEL OLIVEIRA,4129,SÃO PEDRO
10835,5106273,QUADRA PAULO SOUZA,483,COMITECO
10836,5106281,ESPLANADA MONTEIRO,601,NOVA AMERICA
10837,5106299,CONJUNTO DA MATA,4655,CACHOEIRINHA
10838,5106307,NÚCLEO LUIZ FERNANDO SOUZA,1559,SANTA MONICA
10839,5106315,CAMPO SALES,1071,TUPI B
10840,5106372,RECANTO MELO,2767,ZILAH SPOSITO
10841,5106422,LAGO HEITOR BARROS,4743,VILA JARDIM ALVORADA
10842,5106455,VIA JULIA CARDOSO,4912,BOA VISTA
10843,5106505,QUADRA CAROLINE DA PAZ,4698,SUZANA
10844,5106653,LOTEAMENTO AZEVEDO,2470,OESTE
10845,5106703,PÁTIO SILVEIRA,4132,EYMARD
10846,5106752,ESTRADA ISABELLA DA CUNHA,235,MIRTES
10847,5106778,NÚCLEO DE DA ROSA,3615,GROTINHA
10848,5106802,LAGO ANA CLARA MOURA,4290,DONA CLARA
10849,5106828,FAZENDA DE DUARTE,4804,HORTO
10850,5106851,AEROPORTO MONTEIRO,3281,SANTA RITA
10851,5107008,FEIRA DE SOUZA,3027,PILAR
10852,5107040,ESTAÇÃO LUCAS GABRIEL CARDOSO,2280,CONJUNTO JATOBA
10853,5107065,MORRO DE RAMOS,4509,GROTA
10854,5107107,LADEIRA CASTRO,844,VILA DA PAZ
10855,5107156,COLÔNIA FREITAS,1982,NOVO OURO PRETO
10856,5107180,COLÔNIA DE PIRES,1514,CAMPO ALEGRE
10857,5107198,VIADUTO CAROLINA MOREIRA,704,SERRA
10858,5107206,PÁTIO DIAS,2070,DOM JOAQUIM
10859,5107248,LAGO AZEVEDO,1895,SANTO ANTÔNIO
10860,5107263,ALAMEDA BRENO RODRIGUES,4736,CONJUNTO CAPITÃO EDUARDO
10861,5107297,PÁTIO CARVALHO,4023,GROTINHA
10862,5107305,FAZENDA ALVES,1318,NOVA CINTRA
10863,5107354,ESTAÇÃO DIEGO ARAGÃO,563,BEIJA FLOR
10864,5107404,TRECHO DE SILVEIRA,1282,SÃO TOMAZ
10865,5107578,MORRO CARLOS EDUARDO VIANA,146,VILA SUZANA SEGUNDA SEÇÃO
10866,5107602,RESIDENCIAL LIMA,329,PRADO
10867,5107701,COLÔNIA DE SALES,285,VILA VISTA ALEGRE
10868,5107743,FAVELA CUNHA,2110,JATOBÁ
10869,5107750,LOTEAMENTO LUANA CORREIA,4891,VILA PIRATININGA VENDA NOVA
10870,5107768,RUA VINICIUS MORAES,1983,APOLONIA
10871,5107776,QUADRA VIANA,286,VILA TIROL
10872,5107792,VALE NOGUEIRA,599,RIO BRANCO
10873,5107800,MORRO IGOR DA CUNHA,4109,RIO BRANCO
10874,5107859,ESTRADA AZEVEDO,2139,DOM JOAQUIM
10875,5107875,TRECHO SALES,3704,SÃO FRANCISCO
10876,5107883,JARDIM DE NASCIMENTO,1882,BONSUCESSO
10877,5107909,ALAMEDA SILVA,3876,SANTA CRUZ
10878,5107925,CONDOMÍNIO CARDOSO,2495,URCA
10879,5107941,LAGO ALVES,2517,TIROL
10880,5107958,PÁTIO RODRIGUES,2694,CONCÓRDIA
10881,5108006,COLÔNIA BRUNA ALVES,280,FERNÃO DIAS
10882,5108055,RECANTO NOVAES,2972,SANTA TEREZA
10883,5108105,CONDOMÍNIO DA ROSA,1190,APARECIDA 7ª SEÇÃO
10884,5108204,ALAMEDA MARTINS,83,VILA BARRAGEM SANTA LÚCIA
10885,5108303,VEREDA DE FARIAS,4524,CAIÇARA - ADELAIDE
10886,5108352,CONDOMÍNIO ARAGÃO,4559,MINEIRÃO
10887,5108402,NÚCLEO ROCHA,2752,EYMARD
10888,5108501,JARDIM DE MELO,2216,SANTO AGOSTINHO
10889,5108600,RECANTO FREITAS,3013,BOM JESUS
10890,5108808,JARDIM DA MOTA,4582,TREVO
10891,5108857,LADEIRA REZENDE,1574,CAIÇARAS
10892,5108907,LAGOA DE VIANA,856,VILA SUZANA SEGUNDA SEÇÃO
10893,5108956,VIADUTO MOURA,4601,VILA MADRE GERTRUDES 4ª SEÇÃO
10894,5200050,PRAÇA DE SANTOS,2737,NOSSA SENHORA DO ROSÁRIO
10895,5200100,VEREDA YURI ROCHA,2299,CONCÓRDIA
10896,5200134,VILA CARDOSO,4077,MONTE AZUL
10897,5200159,ESTAÇÃO DE ARAÚJO,1181,VILA ANTENA MONTANHÊS
10898,5200175,AVENIDA DE DA ROSA,3422,AGUAS CLARAS
10899,5200209,PRAIA DE DA COSTA,3826,MONSENHOR MESSIAS
10900,5200258,LAGOA LEONARDO FREITAS,1049,FREI LEOPOLDO
10901,5200308,VIA DE JESUS,3367,VILA AEROPORTO JARAGUÁ
10902,5200506,FAZENDA CARDOSO,1480,TIRADENTES
10903,5200555,VEREDA DA CRUZ,839,EUROPA
10904,5200605,PRAIA DANIELA GOMES,3366,SANTO ANTÔNIO
10905,5200803,MORRO DA CRUZ,3534,CASTANHEIRA
10906,5200829,LOTEAMENTO DA CRUZ,1071,AEROPORTO
10907,5200852,TRECHO RODRIGO NOGUEIRA,21,VILA COQUEIRAL
10908,5200902,MORRO BARBOSA,3396,VILA AEROPORTO
10909,5201108,TREVO JOAQUIM DA CONCEIÇÃO,597,SÃO JOÃO
10910,5201207,RODOVIA VITÓRIA MELO,1666,JARDIM AMÉRICA
10911,5201306,ALAMEDA DE JESUS,2072,VILA ECOLÓGICA
10912,5201405,COLÔNIA DE RAMOS,3549,SERRA VERDE
10913,5201454,TRECHO RAMOS,1412,ANCHIETA
10914,5201504,PASSARELA DE CORREIA,3562,IPIRANGA
10915,5201603,VILA LUCAS GABRIEL TEIXEIRA,3981,COQUEIROS
10916,5201702,LOTEAMENTO RAFAEL SALES,333,VILA MADRE GERTRUDES 1ª SEÇÃO
10917,5201801,PRAÇA CARDOSO,4756,HORTO FLORESTAL
10918,5202155,CONDOMÍNIO DE GONÇALVES,2271,NOVA ESPERANÇA
10919,5202353,NÚCLEO MELISSA DA CRUZ,1050,BONFIM
10920,5202502,ESPLANADA JOÃO LUCAS DA MATA,4033,MARIA TEREZA
10921,5202601,FEIRA NOGUEIRA,3778,BURITIS
10922,5202809,LADEIRA MARIA LUIZA MENDES,772,PIRATININGA
10923,5203104,LADEIRA BEATRIZ NUNES,4732,UNIDAS
10924,5203203,AEROPORTO DE TEIXEIRA,2684,JONAS VEIGA
10925,5203302,PRAÇA JOÃO PEDRO FREITAS,2706,INDAIÁ
10926,5203401,VEREDA REZENDE,442,VILA PIRATININGA VENDA NOVA
10927,5203500,FAZENDA DE FERNANDES,18,NOVA FLORESTA
10928,5203559,VILA DE BARBOSA,222,OLARIA
10929,5203575,SETOR FRANCISCO DA CUNHA,3504,NOSSA SENHORA APARECIDA
10930,5203609,ALAMEDA DE LIMA,1118,EYMARD
10931,5203807,CHÁCARA DA ROCHA,496,VILA BOA VISTA
10932,5203906,MORRO LEANDRO TEIXEIRA,1941,SAUDADE
10933,5203939,DISTRITO DE SILVEIRA,4722,CABANA DO PAI TOMÁS
10934,5203962,RESIDENCIAL SANTOS,3323,MILIONARIO
10935,5204003,RUA DE CASTRO,738,MARIANO DE ABREU
10936,5204102,PRAÇA LUCAS FARIAS,4996,JARDIM AMÉRICA
10937,5204201,FAVELA DE RODRIGUES,2466,NOVA ESPERANÇA
10938,5204250,FAZENDA EMILLY TEIXEIRA,3982,VILA MALOCA
10939,5204300,LOTEAMENTO DE LOPES,1003,SÃO CRISTÓVÃO
10940,5204409,DISTRITO DE DA PAZ,732,CAMARGOS
10941,5204508,CAMPO RAUL RIBEIRO,3145,JARDIM AMÉRICA
10942,5204557,PRAÇA DE VIANA,468,ESTORIL
10943,5204607,CONJUNTO ARAGÃO,1400,MORRO DOS MACACOS
10944,5204656,COLÔNIA DE DA COSTA,2836,CONFISCO
10945,5204706,TRECHO LORENA DA MATA,591,HORTO
10946,5204805,MORRO RENAN DA MATA,4281,ANDIROBA
10947,5204854,CONJUNTO DE LIMA,4653,FERNÃO DIAS
10948,5204904,TRECHO ARAÚJO,3455,VILA SÃO DIMAS
10949,5204953,ALAMEDA LAURA AZEVEDO,699,GUARANI
10950,5205000,SÍTIO MARIA FERNANDA OLIVEIRA,2946,VILA PIRATININGA
10951,5205059,SETOR CUNHA,497,CONCÓRDIA
10952,5205109,PRAÇA DE NASCIMENTO,2325,JARDINÓPOLIS
10953,5205208,AVENIDA DE SILVA,3560,COMITECO
10954,5205307,LAGOA CAUÊ CUNHA,1334,URCA
10955,5205406,FAVELA ALVES,1903,SANTA SOFIA
10956,5205455,FAZENDA CARDOSO,2244,LORENA
10957,5205471,VILA RODRIGUES,394,LINDÉIA
10958,5205497,DISTRITO GOMES,3301,JARDIM GUANABARA
10959,5205513,RODOVIA GUILHERME SOUZA,640,MARAVILHA
10960,5205521,LOTEAMENTO SALES,1312,SÃO MARCOS
10961,5205703,MORRO DE ROCHA,3973,MARMITEIROS
10962,5205802,TREVO RAMOS,2529,VILA RICA
10963,5205901,MORRO DE COSTA,328,CAIÇARAS
10964,5206206,LOTEAMENTO DE MENDES,3191,VILA BATIK
10965,5206305,CHÁCARA RENAN FREITAS,3668,VILA AEROPORTO
10966,5206404,LADEIRA ALICE RIBEIRO,4609,CONJUNTO SERRA VERDE
10967,5206503,PARQUE DE CARDOSO,4061,SÃO BENTO
10968,5206602,LARGO BARBOSA,588,ANDIROBA
10969,5206701,FAZENDA FERREIRA,1418,GROTINHA
10970,5206800,SETOR DE DA CUNHA,4691,MARIA HELENA
10971,5206909,FAVELA PEREIRA,1260,MIRAMAR
10972,5207105,VALE MILENA RIBEIRO,2269,SATELITE
10973,5207253,VALE FERREIRA,3247,SÃO DAMIÃO
10974,5207352,PRAIA VITÓRIA ALVES,4656,ALTO CAIÇARAS
10975,5207402,PÁTIO DE REZENDE,4573,VILA PINHO
10976,5207501,LADEIRA SOPHIA ARAGÃO,4745,VARZEA DA PALMA
10977,5207535,LADEIRA COSTA,1820,VILA UNIÃO
10978,5207600,CONJUNTO NATÁLIA MENDES,2160,MALA E CUIA
10979,5207808,ESPLANADA COSTA,922,JARDINÓPOLIS
10980,5207907,FEIRA DE SILVEIRA,607,CARMO
10981,5208004,SÍTIO DE SALES,1093,ZILAH SPOSITO
10982,5208103,LAGO JOÃO FREITAS,1032,VILA PARIS
10983,5208152,PRAIA MARIA CECÍLIA FERNANDES,352,JAQUELINE
10984,5208301,COLÔNIA DE MARTINS,3140,BRAÚNAS
10985,5208400,VIA MONTEIRO,2196,JARDIM VITORIA
10986,5208509,SETOR DA CRUZ,527,BOA UNIÃO 2ª SEÇÃO
10987,5208608,CAMPO DE PEREIRA,4240,MARAVILHA
10988,5208707,FAZENDA DE FREITAS,3944,JARDIM MONTANHÊS
10989,5208806,VIADUTO NASCIMENTO,3696,VILA NOVA PARAÍSO
10990,5208905,QUADRA LOPES,2284,VILA CALAFATE
10991,5209101,VIADUTO NASCIMENTO,2212,ERMELINDA
10992,5209150,VIADUTO DA ROCHA,630,FERNÃO DIAS
10993,5209200,LAGOA ANA MARTINS,1345,LETICIA
10994,5209291,LAGOA DE CALDEIRA,3468,VILA SÃO FRANCISCO
10995,5209408,LARGO SAMUEL COSTA,2669,JOÃO PAULO II
10996,5209457,VIADUTO EMANUELLA DA LUZ,2593,VILA MADRE GERTRUDES 3ª SEÇÃO
10997,5209606,RUA DE CUNHA,1469,SERRA DO CURRAL
10998,5209705,SÍTIO DE CASTRO,2663,VILA SÃO DIMAS
10999,5209804,PARQUE DE CUNHA,1240,SANTA RITA
11000,5209903,ESTAÇÃO FREITAS,4930,MINAS CAIXA
11001,5209937,LOTEAMENTO PEREIRA,2146,SÃO PAULO
11002,5209952,RODOVIA JÚLIA FERNANDES,839,MADRE GERTRUDES
11003,5210000,PÁTIO RODRIGUES,3976,CANAA
11004,5210109,MORRO DE MENDES,2534,VITORIA DA CONQUISTA
11005,5210158,LAGO ALMEIDA,579,SERRA VERDE
11006,5210208,CAMPO DE MONTEIRO,4136,LETICIA
11007,5210307,CHÁCARA CUNHA,3617,ALTO DOS PINHEIROS
11008,5210406,CAMPO DE RAMOS,1505,MONSENHOR MESSIAS
11009,5210562,FEIRA JULIA NUNES,4233,LIBERDADE
11010,5210604,RUA KAIQUE COSTELA,8,VILA PINHO
11011,5210802,VIADUTO MARINA CARVALHO,2013,ANCHIETA
11012,5210901,ESTAÇÃO CAVALCANTI,4496,JARDIM FELICIDADE
11013,5211008,NÚCLEO DE MOURA,3081,ALTO BARROCA
11014,5211206,CHÁCARA AUGUSTO SANTOS,1727,NOVA ESPERANÇA
11015,5211305,FEIRA DE FREITAS,3621,MONSENHOR MESSIAS
11016,5211404,RESIDENCIAL DE ARAÚJO,4352,PENHA
11017,5211503,LADEIRA OTÁVIO GOMES,134,SÃO PAULO
11018,5211602,RODOVIA DA ROCHA,5001,VILA OESTE
11019,5211701,RESIDENCIAL BIANCA BARBOSA,1798,ALTO VERA CRUZ
11020,5211800,DISTRITO DE DA COSTA,3012,SÃO GERALDO
11021,5211909,FAVELA ISABELLA ROCHA,1983,VILA MANTIQUEIRA
11022,5212006,DISTRITO DE LOPES,4443,SANTA AMELIA
11023,5212055,AEROPORTO VIEIRA,2379,MINEIRÃO
11024,5212105,AVENIDA ANA VITÓRIA SANTOS,1481,BONFIM
11025,5212204,VIELA DA PAZ,362,SAGRADA FAMÍLIA
11026,5212253,VIA DA CRUZ,2069,JOÃO PINHEIRO
11027,5212303,MORRO MOURA,4651,CARLOS PRATES
11028,5212501,MORRO ANA LAURA ROCHA,171,VILA BANDEIRANTES
11029,5212600,RECANTO DA LUZ,4322,MANACAS
